C,Five-Minute Final Locational Marginal Prices
C,Filename: lmp_rt_final_4437_20201022_20201028.csv
C,Report generated 2021-01-23 03:02:24 EST
H,Location ID,Local Time,Energy Component,Congestion Component,Loss Component,LMP
D,4437,2020-10-24 17:40:00,51.13,0.06,-0.03,51.16
D,4437,2020-10-24 17:45:00,51.13,0.06,-0.03,51.16
D,4437,2020-10-24 17:50:00,53.27,0.0,-0.11,53.16
D,4437,2020-10-24 17:55:00,47.24,0.0,-0.13,47.11
D,4437,2020-10-24 18:00:00,31.84,0.03,-0.09,31.78
D,4437,2020-10-24 18:05:00,31.84,0.03,-0.09,31.78
D,4437,2020-10-24 18:10:00,51.4,0.0,-0.17,51.23
D,4437,2020-10-24 18:15:00,51.4,0.0,-0.17,51.23
D,4437,2020-10-24 18:20:00,51.4,0.0,-0.17,51.23
D,4437,2020-10-24 18:25:00,62.68,0.0,-0.1,62.58
D,4437,2020-10-24 18:30:00,62.51,0.17,-0.1,62.58
D,4437,2020-10-24 18:35:00,55.49,0.09,0.09,55.67
D,4437,2020-10-24 18:40:00,55.49,0.09,0.09,55.67
D,4437,2020-10-24 18:45:00,55.49,0.09,0.09,55.67
D,4437,2020-10-24 18:50:00,33.35,0.09,0.01,33.45
D,4437,2020-10-24 18:55:00,31.14,0.08,0.01,31.23
D,4437,2020-10-24 19:00:00,47.34,0.13,-0.02,47.45
D,4437,2020-10-24 19:05:00,54.31,0.06,0.03,54.4
D,4437,2020-10-24 19:10:00,54.31,0.06,0.03,54.4
D,4437,2020-10-24 19:15:00,54.31,0.06,0.03,54.4
D,4437,2020-10-24 19:20:00,46.14,0.05,0.04,46.23
D,4437,2020-10-24 19:25:00,46.14,0.05,0.04,46.23
D,4437,2020-10-24 19:30:00,31.57,0.03,-0.01,31.59
D,4437,2020-10-24 19:35:00,31.74,0.03,-0.04,31.73
D,4437,2020-10-24 19:40:00,31.74,0.03,-0.04,31.73
D,4437,2020-10-24 19:45:00,23.95,0.02,0.02,23.99
D,4437,2020-10-24 19:50:00,24.41,0.02,0.01,24.44
D,4437,2020-10-24 19:55:00,24.41,0.02,0.01,24.44
D,4437,2020-10-24 20:00:00,31.59,0.03,0.04,31.66
D,4437,2020-10-24 20:05:00,24.02,0.02,0.05,24.09
D,4437,2020-10-24 20:10:00,24.02,0.02,0.05,24.09
D,4437,2020-10-24 20:15:00,24.02,0.02,0.05,24.09
D,4437,2020-10-24 20:20:00,21.49,0.02,-0.03,21.48
D,4437,2020-10-24 20:25:00,21.49,0.02,-0.03,21.48
D,4437,2020-10-24 20:30:00,20.09,0.02,0.03,20.14
D,4437,2020-10-24 20:35:00,23.4,0.02,0.0,23.42
D,4437,2020-10-24 20:40:00,23.4,0.02,0.0,23.42
D,4437,2020-10-24 20:45:00,23.43,0.02,0.02,23.47
D,4437,2020-10-24 20:50:00,24.08,0.03,0.01,24.12
D,4437,2020-10-24 20:55:00,24.08,0.03,0.01,24.12
D,4437,2020-10-24 21:00:00,24.62,0.03,0.02,24.67
D,4437,2020-10-24 21:05:00,24.62,0.03,0.02,24.67
D,4437,2020-10-24 21:10:00,24.62,0.03,0.02,24.67
D,4437,2020-10-24 21:15:00,24.62,0.03,0.02,24.67
D,4437,2020-10-24 21:20:00,22.09,0.02,0.04,22.15
D,4437,2020-10-24 21:25:00,18.09,0.02,0.02,18.13
D,4437,2020-10-24 21:30:00,21.44,0.02,0.04,21.5
D,4437,2020-10-24 21:35:00,21.44,0.02,0.04,21.5
D,4437,2020-10-24 21:40:00,66.47,0.08,0.07,66.62
D,4437,2020-10-24 21:45:00,66.47,0.08,0.07,66.62
D,4437,2020-10-24 21:50:00,31.63,0.04,0.19,31.86
D,4437,2020-10-24 21:55:00,23.18,0.33,0.2,23.71
D,4437,2020-10-24 22:00:00,23.18,0.33,0.2,23.71
D,4437,2020-10-24 22:05:00,22.13,0.88,0.18,23.19
D,4437,2020-10-24 22:10:00,22.13,0.88,0.18,23.19
D,4437,2020-10-24 22:15:00,22.13,0.88,0.18,23.19
D,4437,2020-10-24 22:20:00,22.13,0.88,0.18,23.19
D,4437,2020-10-24 22:25:00,17.9,0.81,0.19,18.9
D,4437,2020-10-24 22:30:00,17.9,0.81,0.19,18.9
D,4437,2020-10-24 22:35:00,21.42,0.86,0.12,22.4
D,4437,2020-10-24 22:40:00,21.42,0.86,0.12,22.4
D,4437,2020-10-24 22:45:00,22.52,0.88,0.11,23.51
D,4437,2020-10-24 22:50:00,30.63,0.99,0.19,31.81
D,4437,2020-10-24 22:55:00,21.88,0.86,0.11,22.85
D,4437,2020-10-24 23:00:00,21.88,0.86,0.11,22.85
D,4437,2020-10-24 23:05:00,22.22,0.02,0.1,22.34
D,4437,2020-10-24 23:10:00,22.22,0.02,0.1,22.34
D,4437,2020-10-24 23:15:00,19.49,0.02,0.07,19.58
D,4437,2020-10-24 23:20:00,19.49,0.02,0.07,19.58
D,4437,2020-10-24 23:25:00,18.09,0.02,0.02,18.13
D,4437,2020-10-24 23:30:00,17.69,0.02,-0.01,17.7
D,4437,2020-10-24 23:35:00,24.76,0.03,-0.03,24.76
D,4437,2020-10-24 23:40:00,24.76,0.03,-0.03,24.76
D,4437,2020-10-24 23:45:00,19.27,0.02,-0.01,19.28
D,4437,2020-10-24 23:50:00,19.27,0.02,-0.01,19.28
D,4437,2020-10-24 23:55:00,19.27,0.02,-0.01,19.28
D,4437,2020-10-25 00:00:00,19.27,0.02,-0.01,19.28
D,4437,2020-10-25 00:05:00,20.02,0.02,-0.02,20.02
D,4437,2020-10-25 00:10:00,18.31,0.02,-0.05,18.28
D,4437,2020-10-25 00:15:00,15.6,0.01,0.0,15.61
D,4437,2020-10-25 00:20:00,15.6,0.01,0.0,15.61
D,4437,2020-10-25 00:25:00,19.17,0.02,0.0,19.19
D,4437,2020-10-25 00:30:00,18.79,0.02,0.0,18.81
D,4437,2020-10-25 00:35:00,18.79,0.02,0.0,18.81
D,4437,2020-10-25 00:40:00,18.79,0.02,0.0,18.81
D,4437,2020-10-25 00:45:00,16.37,0.01,0.01,16.39
D,4437,2020-10-25 00:50:00,16.37,0.01,0.01,16.39
D,4437,2020-10-25 00:55:00,18.85,0.02,-0.01,18.86
D,4437,2020-10-25 01:00:00,18.85,0.02,-0.01,18.86
D,4437,2020-10-25 01:05:00,18.34,0.02,0.02,18.38
D,4437,2020-10-25 01:10:00,18.34,0.02,0.02,18.38
D,4437,2020-10-25 01:15:00,15.7,0.01,0.01,15.72
D,4437,2020-10-25 01:20:00,15.7,0.01,0.01,15.72
D,4437,2020-10-25 01:25:00,18.74,0.02,-0.02,18.74
D,4437,2020-10-25 01:30:00,18.73,0.02,0.02,18.77
D,4437,2020-10-25 01:35:00,18.73,0.02,0.02,18.77
D,4437,2020-10-25 01:40:00,18.73,0.02,0.02,18.77
D,4437,2020-10-25 01:45:00,18.36,0.02,0.0,18.38
D,4437,2020-10-25 01:50:00,18.36,0.02,0.0,18.38
D,4437,2020-10-25 01:55:00,18.36,0.02,0.0,18.38
D,4437,2020-10-25 02:00:00,18.36,0.02,0.02,18.4
D,4437,2020-10-25 02:05:00,14.79,0.01,0.0,14.8
D,4437,2020-10-25 02:10:00,15.65,0.01,0.01,15.67
D,4437,2020-10-25 02:15:00,15.65,0.01,0.01,15.67
D,4437,2020-10-25 02:20:00,18.39,0.02,0.0,18.41
D,4437,2020-10-25 02:25:00,18.34,0.02,0.0,18.36
D,4437,2020-10-25 02:30:00,15.63,0.02,0.0,15.65
D,4437,2020-10-25 02:35:00,15.63,0.02,0.0,15.65
D,4437,2020-10-25 02:40:00,15.63,0.02,0.0,15.65
D,4437,2020-10-25 02:45:00,15.64,0.01,-0.01,15.64
D,4437,2020-10-25 02:50:00,15.64,0.01,-0.01,15.64
D,4437,2020-10-25 02:55:00,14.77,0.01,-0.01,14.77
D,4437,2020-10-25 03:00:00,14.77,0.01,-0.01,14.77
D,4437,2020-10-25 03:05:00,15.67,0.01,0.0,15.68
D,4437,2020-10-25 03:10:00,18.34,0.02,-0.02,18.34
D,4437,2020-10-25 03:15:00,15.67,0.01,0.0,15.68
D,4437,2020-10-25 03:20:00,15.67,0.01,0.0,15.68
D,4437,2020-10-25 03:25:00,14.8,0.01,-0.01,14.8
D,4437,2020-10-25 03:30:00,14.8,0.01,-0.02,14.79
D,4437,2020-10-25 03:35:00,14.8,0.01,-0.02,14.79
D,4437,2020-10-25 03:40:00,15.02,0.01,0.0,15.03
D,4437,2020-10-25 03:45:00,15.67,0.0,-0.03,15.64
D,4437,2020-10-25 03:50:00,15.67,0.0,-0.03,15.64
D,4437,2020-10-25 03:55:00,15.7,0.0,-0.03,15.67
D,4437,2020-10-25 04:00:00,15.71,0.0,-0.04,15.67
D,4437,2020-10-25 04:05:00,15.71,0.0,-0.04,15.67
D,4437,2020-10-25 04:10:00,15.68,0.0,-0.01,15.67
D,4437,2020-10-25 04:15:00,15.68,0.0,-0.01,15.67
D,4437,2020-10-25 04:20:00,15.68,0.0,-0.01,15.67
D,4437,2020-10-25 04:25:00,18.11,0.0,-0.04,18.07
D,4437,2020-10-25 04:30:00,18.17,0.0,-0.05,18.12
D,4437,2020-10-25 04:35:00,18.17,0.0,-0.05,18.12
D,4437,2020-10-25 04:40:00,18.17,0.0,-0.05,18.12
D,4437,2020-10-25 04:45:00,18.17,0.0,-0.05,18.12
D,4437,2020-10-25 04:50:00,18.42,0.0,-0.04,18.38
D,4437,2020-10-25 04:55:00,18.42,0.0,-0.04,18.38
D,4437,2020-10-25 05:00:00,18.37,0.0,-0.05,18.32
D,4437,2020-10-25 05:05:00,18.38,0.0,-0.04,18.34
D,4437,2020-10-25 05:10:00,18.17,0.0,-0.03,18.14
D,4437,2020-10-25 05:15:00,18.36,0.0,-0.05,18.31
D,4437,2020-10-25 05:20:00,18.36,0.0,-0.05,18.31
D,4437,2020-10-25 05:25:00,18.38,0.0,-0.02,18.36
D,4437,2020-10-25 05:30:00,18.38,0.0,-0.02,18.36
D,4437,2020-10-25 05:35:00,16.51,0.0,0.0,16.51
D,4437,2020-10-25 05:40:00,18.38,0.0,-0.02,18.36
D,4437,2020-10-25 05:45:00,15.74,0.0,-0.01,15.73
D,4437,2020-10-25 05:50:00,15.74,0.0,-0.01,15.73
D,4437,2020-10-25 05:55:00,18.37,0.0,-0.01,18.36
D,4437,2020-10-25 06:00:00,14.73,0.0,-0.02,14.71
D,4437,2020-10-25 06:05:00,14.73,0.0,-0.02,14.71
D,4437,2020-10-25 06:10:00,14.51,0.0,-0.01,14.5
D,4437,2020-10-25 06:15:00,14.51,0.0,-0.01,14.5
D,4437,2020-10-25 06:20:00,18.25,0.0,0.0,18.25
D,4437,2020-10-25 06:25:00,14.88,0.0,-0.01,14.87
D,4437,2020-10-25 06:30:00,14.88,0.0,-0.01,14.87
D,4437,2020-10-25 06:35:00,14.32,0.51,-0.04,14.79
D,4437,2020-10-25 06:40:00,14.32,0.51,-0.04,14.79
D,4437,2020-10-25 06:45:00,14.32,0.51,-0.04,14.79
D,4437,2020-10-25 06:50:00,15.06,0.0,-0.08,14.98
D,4437,2020-10-25 06:55:00,15.06,0.0,-0.08,14.98
D,4437,2020-10-25 07:00:00,15.06,0.0,-0.08,14.98
D,4437,2020-10-25 07:05:00,15.1,0.0,-0.06,15.04
D,4437,2020-10-25 07:10:00,15.1,0.0,-0.06,15.04
D,4437,2020-10-25 07:15:00,15.1,0.0,-0.06,15.04
D,4437,2020-10-25 07:20:00,17.98,0.0,-0.11,17.87
D,4437,2020-10-25 07:25:00,17.98,0.0,-0.11,17.87
D,4437,2020-10-25 07:30:00,18.32,0.0,-0.13,18.19
D,4437,2020-10-25 07:35:00,18.32,0.0,-0.13,18.19
D,4437,2020-10-25 07:40:00,18.32,0.0,-0.13,18.19
D,4437,2020-10-25 07:45:00,18.32,0.0,-0.13,18.19
D,4437,2020-10-25 07:50:00,18.44,0.0,-0.12,18.32
D,4437,2020-10-25 07:55:00,18.44,0.0,-0.12,18.32
D,4437,2020-10-25 08:00:00,18.44,0.0,-0.12,18.32
D,4437,2020-10-25 08:05:00,19.75,0.0,-0.13,19.62
D,4437,2020-10-25 08:10:00,19.75,0.0,-0.13,19.62
D,4437,2020-10-25 08:15:00,19.75,0.0,-0.13,19.62
D,4437,2020-10-25 08:20:00,18.24,0.0,-0.09,18.15
D,4437,2020-10-25 08:25:00,19.35,0.0,-0.12,19.23
D,4437,2020-10-25 08:30:00,19.56,0.0,-0.17,19.39
D,4437,2020-10-25 08:35:00,19.56,0.0,-0.17,19.39
D,4437,2020-10-25 08:40:00,19.56,0.0,-0.17,19.39
D,4437,2020-10-25 08:45:00,20.7,0.0,-0.15,20.55
D,4437,2020-10-25 08:50:00,20.7,0.0,-0.15,20.55
D,4437,2020-10-25 08:55:00,20.7,0.0,-0.15,20.55
D,4437,2020-10-25 09:00:00,20.7,0.0,-0.15,20.55
D,4437,2020-10-25 09:05:00,20.89,0.02,-0.16,20.75
D,4437,2020-10-25 09:10:00,21.75,0.02,-0.15,21.62
D,4437,2020-10-25 09:15:00,21.75,0.02,-0.15,21.62
D,4437,2020-10-25 09:20:00,25.78,0.0,-0.18,25.6
D,4437,2020-10-25 09:25:00,25.78,0.0,-0.18,25.6
D,4437,2020-10-25 09:30:00,23.92,0.0,-0.13,23.79
D,4437,2020-10-25 09:35:00,23.44,0.0,-0.14,23.3
D,4437,2020-10-25 09:40:00,23.44,0.0,-0.14,23.3
D,4437,2020-10-25 09:45:00,23.44,0.0,-0.14,23.3
D,4437,2020-10-25 09:50:00,24.61,0.0,-0.13,24.48
D,4437,2020-10-25 09:55:00,23.93,0.0,-0.11,23.82
D,4437,2020-10-25 10:00:00,23.93,0.0,-0.11,23.82
D,4437,2020-10-25 10:05:00,30.8,0.0,-0.16,30.64
D,4437,2020-10-25 10:10:00,30.8,0.0,-0.16,30.64
D,4437,2020-10-25 10:15:00,30.8,0.0,-0.16,30.64
D,4437,2020-10-25 10:20:00,23.96,0.0,-0.1,23.86
D,4437,2020-10-25 10:25:00,23.96,0.0,-0.1,23.86
D,4437,2020-10-25 10:30:00,23.96,0.0,-0.1,23.86
D,4437,2020-10-25 10:35:00,23.96,0.0,-0.1,23.86
D,4437,2020-10-25 10:40:00,23.02,0.0,-0.13,22.89
D,4437,2020-10-25 10:45:00,24.42,0.0,-0.16,24.26
D,4437,2020-10-25 10:50:00,22.99,0.0,-0.16,22.83
D,4437,2020-10-25 10:55:00,23.9,0.0,-0.15,23.75
D,4437,2020-10-25 11:00:00,23.9,0.0,-0.15,23.75
D,4437,2020-10-25 11:05:00,20.9,0.0,-0.13,20.77
D,4437,2020-10-25 11:10:00,20.9,0.0,-0.13,20.77
D,4437,2020-10-25 11:15:00,25.2,0.0,-0.2,25.0
D,4437,2020-10-25 11:20:00,25.2,0.0,-0.2,25.0
D,4437,2020-10-25 11:25:00,31.77,0.0,-0.22,31.55
D,4437,2020-10-25 11:30:00,31.77,0.0,-0.22,31.55
D,4437,2020-10-25 11:35:00,25.83,0.0,-0.1,25.73
D,4437,2020-10-25 11:40:00,25.83,0.0,-0.1,25.73
D,4437,2020-10-25 11:45:00,31.78,0.0,-0.04,31.74
D,4437,2020-10-25 11:50:00,21.9,0.0,0.0,21.9
D,4437,2020-10-25 11:55:00,21.9,0.0,0.0,21.9
D,4437,2020-10-25 12:00:00,21.9,0.0,0.0,21.9
D,4437,2020-10-25 12:05:00,22.83,0.0,-0.09,22.74
D,4437,2020-10-25 12:10:00,22.83,0.0,-0.09,22.74
D,4437,2020-10-25 12:15:00,22.83,0.0,-0.09,22.74
D,4437,2020-10-25 12:20:00,23.89,0.0,-0.12,23.77
D,4437,2020-10-25 12:25:00,23.89,0.0,-0.12,23.77
D,4437,2020-10-25 12:30:00,23.89,0.0,-0.12,23.77
D,4437,2020-10-25 12:35:00,23.21,0.0,-0.08,23.13
D,4437,2020-10-25 12:40:00,21.92,0.0,-0.11,21.81
D,4437,2020-10-25 12:45:00,21.92,0.0,-0.1,21.82
D,4437,2020-10-25 12:50:00,21.92,0.0,-0.1,21.82
D,4437,2020-10-25 12:55:00,21.92,0.0,-0.1,21.82
D,4437,2020-10-25 13:00:00,21.92,0.0,-0.1,21.82
D,4437,2020-10-25 13:05:00,22.48,0.0,-0.12,22.36
D,4437,2020-10-25 13:10:00,22.48,0.0,-0.12,22.36
D,4437,2020-10-25 13:15:00,22.48,0.0,-0.12,22.36
D,4437,2020-10-25 13:20:00,22.99,0.0,-0.12,22.87
D,4437,2020-10-25 13:25:00,22.99,0.0,-0.12,22.87
D,4437,2020-10-25 13:30:00,22.99,0.0,-0.12,22.87
D,4437,2020-10-25 13:35:00,21.96,0.0,-0.13,21.83
D,4437,2020-10-25 13:40:00,21.96,0.0,-0.13,21.83
D,4437,2020-10-25 13:45:00,23.2,0.0,-0.18,23.02
D,4437,2020-10-25 13:50:00,23.2,0.0,-0.18,23.02
D,4437,2020-10-25 13:55:00,23.2,0.0,-0.18,23.02
D,4437,2020-10-25 14:00:00,23.2,0.0,-0.18,23.02
D,4437,2020-10-25 14:05:00,23.71,0.0,-0.18,23.53
D,4437,2020-10-25 14:10:00,23.71,0.0,-0.18,23.53
D,4437,2020-10-25 14:15:00,23.92,0.0,-0.18,23.74
D,4437,2020-10-25 14:20:00,23.92,0.0,-0.18,23.74
D,4437,2020-10-25 14:25:00,25.71,0.0,-0.2,25.51
D,4437,2020-10-25 14:30:00,25.71,0.0,-0.2,25.51
D,4437,2020-10-25 14:35:00,22.28,0.0,-0.18,22.1
D,4437,2020-10-25 14:40:00,22.28,0.0,-0.18,22.1
D,4437,2020-10-25 14:45:00,32.31,0.0,-0.31,32.0
D,4437,2020-10-25 14:50:00,30.91,0.0,-0.3,30.61
D,4437,2020-10-25 14:55:00,30.91,0.0,-0.3,30.61
D,4437,2020-10-25 15:00:00,30.91,0.0,-0.3,30.61
D,4437,2020-10-25 15:05:00,22.36,0.0,-0.22,22.14
D,4437,2020-10-25 15:10:00,22.1,0.0,-0.21,21.89
D,4437,2020-10-25 15:15:00,22.1,0.0,-0.21,21.89
D,4437,2020-10-25 15:20:00,21.99,0.0,-0.26,21.73
D,4437,2020-10-25 15:25:00,21.99,0.0,-0.26,21.73
D,4437,2020-10-25 15:30:00,23.71,0.0,-0.3,23.41
D,4437,2020-10-25 15:35:00,23.71,0.0,-0.31,23.4
D,4437,2020-10-25 15:40:00,23.71,0.0,-0.31,23.4
D,4437,2020-10-25 15:45:00,23.71,0.0,-0.31,23.4
D,4437,2020-10-25 15:50:00,31.69,0.0,-0.4,31.29
D,4437,2020-10-25 15:55:00,31.69,0.0,-0.4,31.29
D,4437,2020-10-25 16:00:00,31.69,0.0,-0.4,31.29
D,4437,2020-10-25 16:05:00,20.9,0.0,-0.21,20.69
D,4437,2020-10-25 16:10:00,30.94,0.0,-0.25,30.69
D,4437,2020-10-25 16:15:00,30.94,0.0,-0.25,30.69
D,4437,2020-10-25 16:20:00,51.2,0.0,-0.41,50.79
D,4437,2020-10-25 16:25:00,51.2,0.0,-0.41,50.79
D,4437,2020-10-25 16:30:00,42.15,0.0,-0.44,41.71
D,4437,2020-10-25 16:35:00,42.15,0.0,-0.44,41.71
D,4437,2020-10-25 16:40:00,42.15,0.0,-0.44,41.71
D,4437,2020-10-25 16:45:00,42.15,0.0,-0.44,41.71
D,4437,2020-10-25 16:50:00,48.46,0.0,-0.57,47.89
D,4437,2020-10-25 16:55:00,51.13,0.0,-0.66,50.47
D,4437,2020-10-25 17:00:00,51.08,0.0,-0.62,50.46
D,4437,2020-10-25 17:05:00,38.42,0.0,-0.43,37.99
D,4437,2020-10-25 17:10:00,38.42,0.0,-0.43,37.99
D,4437,2020-10-25 17:15:00,38.42,0.0,-0.43,37.99
D,4437,2020-10-25 17:20:00,62.01,0.0,-0.73,61.28
D,4437,2020-10-25 17:25:00,62.01,0.0,-0.73,61.28
D,4437,2020-10-25 17:30:00,60.64,0.0,-0.72,59.92
D,4437,2020-10-25 17:35:00,60.64,0.0,-0.72,59.92
D,4437,2020-10-25 17:40:00,60.64,0.0,-0.72,59.92
D,4437,2020-10-25 17:45:00,76.18,0.0,-0.95,75.23
D,4437,2020-10-25 17:50:00,62.31,0.0,-0.66,61.65
D,4437,2020-10-25 17:55:00,62.31,0.0,-0.66,61.65
D,4437,2020-10-25 18:00:00,62.31,0.0,-0.66,61.65
D,4437,2020-10-25 18:05:00,60.64,0.0,-0.97,59.67
D,4437,2020-10-25 18:10:00,60.64,0.0,-0.97,59.67
D,4437,2020-10-25 18:15:00,60.64,0.0,-0.97,59.67
D,4437,2020-10-25 18:20:00,60.86,0.0,-0.72,60.14
D,4437,2020-10-25 18:25:00,60.86,0.0,-0.72,60.14
D,4437,2020-10-25 18:30:00,61.14,0.0,-0.68,60.46
D,4437,2020-10-25 18:35:00,61.14,0.0,-0.68,60.46
D,4437,2020-10-25 18:40:00,61.14,0.0,-0.68,60.46
D,4437,2020-10-25 18:45:00,61.39,0.0,-0.71,60.68
D,4437,2020-10-25 18:50:00,61.37,0.0,-0.67,60.7
D,4437,2020-10-25 18:55:00,51.33,0.0,-0.64,50.69
D,4437,2020-10-25 19:00:00,51.33,0.0,-0.64,50.69
D,4437,2020-10-25 19:05:00,51.33,0.0,-0.64,50.69
D,4437,2020-10-25 19:10:00,51.44,0.0,-0.73,50.71
D,4437,2020-10-25 19:15:00,51.78,0.0,-0.81,50.97
D,4437,2020-10-25 19:20:00,51.64,0.0,-0.9,50.74
D,4437,2020-10-25 19:25:00,51.64,0.0,-0.9,50.74
D,4437,2020-10-25 19:30:00,47.69,0.0,-0.71,46.98
D,4437,2020-10-25 19:35:00,40.72,0.0,-0.66,40.06
D,4437,2020-10-25 19:40:00,40.72,0.0,-0.66,40.06
D,4437,2020-10-25 19:45:00,40.72,0.0,-0.66,40.06
D,4437,2020-10-25 19:50:00,41.23,0.0,-0.63,40.6
D,4437,2020-10-25 19:55:00,41.23,0.0,-0.63,40.6
D,4437,2020-10-25 20:00:00,41.23,0.0,-0.63,40.6
D,4437,2020-10-25 20:05:00,53.5,0.0,-0.79,52.71
D,4437,2020-10-25 20:10:00,53.5,0.0,-0.79,52.71
D,4437,2020-10-25 20:15:00,47.62,0.0,-0.81,46.81
D,4437,2020-10-25 20:20:00,47.62,0.0,-0.81,46.81
D,4437,2020-10-25 20:25:00,47.62,0.0,-0.81,46.81
D,4437,2020-10-25 20:30:00,47.62,0.0,-0.81,46.81
D,4437,2020-10-25 20:35:00,40.79,0.0,-0.69,40.1
D,4437,2020-10-25 20:40:00,40.79,0.0,-0.69,40.1
D,4437,2020-10-25 20:45:00,40.79,0.0,-0.69,40.1
D,4437,2020-10-25 20:50:00,44.14,0.0,-0.66,43.48
D,4437,2020-10-25 20:55:00,44.14,0.0,-0.66,43.48
D,4437,2020-10-25 21:00:00,44.14,0.0,-0.66,43.48
D,4437,2020-10-25 21:05:00,44.12,0.0,-0.65,43.47
D,4437,2020-10-25 21:10:00,31.68,0.0,-0.51,31.17
D,4437,2020-10-25 21:15:00,30.58,0.0,-0.49,30.09
D,4437,2020-10-25 21:20:00,29.24,0.0,-0.48,28.76
D,4437,2020-10-25 21:25:00,35.68,0.0,-0.56,35.12
D,4437,2020-10-25 21:30:00,35.68,0.0,-0.56,35.12
D,4437,2020-10-25 21:35:00,35.68,0.0,-0.56,35.12
D,4437,2020-10-25 21:40:00,35.68,0.0,-0.56,35.12
D,4437,2020-10-25 21:45:00,35.68,0.0,-0.56,35.12
D,4437,2020-10-25 21:50:00,36.77,0.0,-0.56,36.21
D,4437,2020-10-25 21:55:00,35.43,0.0,-0.52,34.91
D,4437,2020-10-25 22:00:00,35.43,0.0,-0.52,34.91
D,4437,2020-10-25 22:05:00,27.63,0.0,-0.43,27.2
D,4437,2020-10-25 22:10:00,27.63,0.0,-0.43,27.2
D,4437,2020-10-25 22:15:00,27.63,0.0,-0.43,27.2
D,4437,2020-10-25 22:20:00,23.21,0.0,-0.34,22.87
D,4437,2020-10-25 22:25:00,23.21,0.0,-0.34,22.87
D,4437,2020-10-25 22:30:00,30.99,0.0,-0.53,30.46
D,4437,2020-10-25 22:35:00,35.64,0.0,-0.58,35.06
D,4437,2020-10-25 22:40:00,35.64,0.0,-0.58,35.06
D,4437,2020-10-25 22:45:00,23.91,0.0,-0.35,23.56
D,4437,2020-10-25 22:50:00,23.91,0.0,-0.35,23.56
D,4437,2020-10-25 22:55:00,23.91,0.0,-0.35,23.56
D,4437,2020-10-25 23:00:00,23.8,0.0,-0.36,23.44
D,4437,2020-10-25 23:05:00,23.8,0.0,-0.36,23.44
D,4437,2020-10-25 23:10:00,23.8,0.0,-0.36,23.44
D,4437,2020-10-25 23:15:00,20.81,0.0,-0.3,20.51
D,4437,2020-10-25 23:20:00,20.8,0.0,-0.33,20.47
D,4437,2020-10-25 23:25:00,21.52,0.0,-0.34,21.18
D,4437,2020-10-25 23:30:00,20.82,0.0,-0.31,20.51
D,4437,2020-10-25 23:35:00,20.82,0.0,-0.31,20.51
D,4437,2020-10-25 23:40:00,20.82,0.0,-0.31,20.51
D,4437,2020-10-25 23:45:00,21.11,0.0,-0.37,20.74
D,4437,2020-10-25 23:50:00,20.84,0.0,-0.36,20.48
D,4437,2020-10-25 23:55:00,20.84,0.0,-0.36,20.48
D,4437,2020-10-26 00:00:00,20.84,0.0,-0.36,20.48
D,4437,2020-10-26 00:05:00,21.97,0.0,-0.4,21.57
D,4437,2020-10-26 00:10:00,21.41,0.0,-0.37,21.04
D,4437,2020-10-26 00:15:00,20.88,0.0,-0.37,20.51
D,4437,2020-10-26 00:20:00,20.88,0.0,-0.37,20.51
D,4437,2020-10-26 00:25:00,22.03,0.0,-0.37,21.66
D,4437,2020-10-26 00:30:00,22.03,0.0,-0.37,21.66
D,4437,2020-10-26 00:35:00,22.03,0.0,-0.37,21.66
D,4437,2020-10-26 00:40:00,21.44,0.0,-0.31,21.13
D,4437,2020-10-26 00:45:00,21.44,0.0,-0.31,21.13
D,4437,2020-10-26 00:50:00,21.92,0.0,-0.35,21.57
D,4437,2020-10-26 00:55:00,21.92,0.0,-0.35,21.57
D,4437,2020-10-26 01:00:00,22.59,0.0,-0.31,22.28
D,4437,2020-10-26 01:05:00,22.59,0.0,-0.31,22.28
D,4437,2020-10-26 01:10:00,21.43,0.0,-0.29,21.14
D,4437,2020-10-26 01:15:00,21.31,0.0,-0.27,21.04
D,4437,2020-10-26 01:20:00,21.31,0.0,-0.27,21.04
D,4437,2020-10-26 01:25:00,21.31,0.0,-0.27,21.04
D,4437,2020-10-26 01:30:00,21.07,0.02,-0.27,20.82
D,4437,2020-10-26 01:35:00,20.82,0.02,-0.27,20.57
D,4437,2020-10-26 01:40:00,20.82,0.02,-0.27,20.57
D,4437,2020-10-26 01:45:00,20.82,0.02,-0.27,20.57
D,4437,2020-10-26 01:50:00,21.88,0.02,-0.26,21.64
D,4437,2020-10-26 01:55:00,21.88,0.02,-0.26,21.64
D,4437,2020-10-26 02:00:00,21.88,0.02,-0.26,21.64
D,4437,2020-10-26 02:05:00,21.07,0.02,-0.3,20.79
D,4437,2020-10-26 02:10:00,21.07,0.02,-0.3,20.79
D,4437,2020-10-26 02:15:00,20.8,0.02,-0.26,20.56
D,4437,2020-10-26 02:20:00,20.8,0.02,-0.26,20.56
D,4437,2020-10-26 02:25:00,20.8,0.02,-0.26,20.56
D,4437,2020-10-26 02:30:00,20.77,0.02,-0.24,20.55
D,4437,2020-10-26 02:35:00,20.77,0.02,-0.24,20.55
D,4437,2020-10-26 02:40:00,21.75,0.02,-0.24,21.53
D,4437,2020-10-26 02:45:00,21.75,0.02,-0.24,21.53
D,4437,2020-10-26 02:50:00,21.76,0.02,-0.27,21.51
